body,title,url
"
El investigador Diego Ramiro Fariñas, del Consejo Superior de Investigaciones Científicas (CSIC), sugirió que el confinamiento podría acelerar el deterioro cognitivo y físico de los adultos mayores, ya que por formar parte de uno de los sectores más vulnerables de la población frente a la infección por el Covid-19, han sido aislados de familiares y seres queridos a lo largo de más de un año.
La pandemia por el Covid-19 ha impactado indiscriminadamente en toda la población. El nivel socioeconómico y el género no han sido un impedimento para que el coronavirus SARS-CoV-2 impacte en la vida de las personas por su alta contagiosidad. Sin embargo, la edad ha sido uno de los factores determinantes en relación a quienes padecen la enfermedad más grave y quienes no.
A este respecto, el demógrafo español, que actualmente coordina un estudio sobre la relación entre el Covid-19 y las residencias para personas con edad avanzada, expresó que la pandemia ha afectado mayormente a este grupo y que un reflejo de ello, son las alta tasas de mortalidad registradas.
En este contexto, estimaciones de la Organización Panamericana de la Salud (OPS) registran que la mayoría de las muertes por Covid-19 ocurren en personas de 70 años o más, seguidas de personas entre 60 y 69 años. Mientras que, la probabilidad de enfermedad grave aumenta cinco veces más, en los adultos mayores que superan los 80 años de edad. Esto se debe a que, el 66% de ellos padece enfermedades subyacentes que podrían complicar una infección por el SARS-CoV-2.
Foto: EFE/RICARDO MALDONADO ROZO
Sin embargo, el especialista aclaró -en el sitio oficial del CSIC- que esta no ha sido la única forma en que la pandemia los ha dañado, pues otro de los aspectos en los que se han visto sensibilizados tiene que ver con los estados anímico y mental.
“Sienten que son una población de alto riesgo de muerte y han estado aislados mucho tiempo sin contacto con otras personas, lo que acelera el deterioro cognitivo. A ello se suma un deterioro del estado físico al no poder dar paseos o estar al aire libre. Y las carencias afectivas que ha provocado el confinamiento los ha llevado a vivir situaciones angustiosas”, detalló el doctor en sociología.
Lee también: Hombres de la tercera edad, con más riesgo de morir por Covid-19
No obstante, el integrante de la Unión Internacional para el Estudio Científico de la Población (IUSSP) reconoció que las jornadas de vacunación en su país, realizadas entre el 24 de enero a 21 de febrero del 2021, redujeron la mortalidad en un 95% dentro de las casas de reposo. Es “una noticia esperanzadora y un gran alivio para nuestros mayores y sus familiares”, agregó.
Foto: Xinhua/Francisco Cañedo, archivo
Además, el demógrafo y actual director del Instituto de Economía, Geografía y Demografía (IEGD-CSIC), hizo referencia a que aún hay mucho por conocer acerca de los efectos del Covid-19, pues si bien la mayoría de adultos mayores padecen la enfermedad críticamente, hay casos en los que se supera satisfactoriamente, sin importar la longevidad de la persona.
Un ejemplo de ello -explicó Ramiro Fariñas- es María Branyas, una mujer española con 113 años de edad y en quien se inspiraron para nombrar a uno de sus más recientes proyectos, quien luego de infectarse del SARS-CoV-2 respondió favorablemente a la sintomatología de la enfermedad.
Para entender los factores que propician el Covid-19 grave y leve en personas de edad avanzada, el experto mencionó que el proyecto “Baynas” se concentra en el estudio de datos sociodemográficos y biológicos: “Añadirá información sobre cuestiones como la microbiota intestinal, la vacunación y aspectos relacionados con la inmunidad”, profundizó.
Lee también: Confinamiento: Adultos mayores peligran ante síntomas de enfermedades mentales
El objetivo principal de dicha investigación será definir tres posibles escenarios, los cuales se relacionan con qué puede suceder durante la infección por Covid-19, la evolución de la infección con o sin síntomas y la muerte. “Con esta información se pretenden diseñar medidas de protección más efectivas y adaptadas al riesgo de cada individuo” ahondó.
 



Pandemia por Covid-19 también incrementa violencia a adultos mayores 








A la postre, el representante del CSIC declaró que, hasta el momento, no existe conocimiento claro de los efectos a largo plazo pero prevén un deterioro futuro en la salud de quienes atravesaron gravemente la enfermedad. “Eso implicará mayores tasas de dependencia y se traducirá en un gasto sanitario mayor, también en un estancamiento o crecimiento menos pronunciado de la esperanza de vida en las próximas décadas”, advirtió. Fue así que el investigador insistió en remarcar la importancia de realizar estudios de seguimiento, pues sólo de esa forma podrán acercarse a predicciones más certeras.
Por otro lado, es importante mencionar que el encierro también ha motivado el uso de redes sociales dentro de este sector, como se analizó en un conversatorio de la Universidad Nacional Autónoma de México (UNAM), en el que se estimó que “la red social que más utilizan los adultos mayores es Facebook, pero es porque se trata de la red más usada en México, y esta tendencia abarca también a las personas de la tercera edad, y la otra por supuesto, es WhatsApp”.
nrv
",El confinamiento acelera el deterioro físico y mental de adultos mayores: experto,https://www.eluniversal.com.mx/ciencia-y-salud/confinamiento-acelera-deterioro-fisico-y-mental-de-adultos-mayores-experto
"
Vadhir Derbez se estrena en el cine anglosajón con ""The Seventh Day"", una película de terror en la que el actor abandona la comedia para dar vida a un joven cura que aprende a realizar exorcismos.
""Es un papel muy distinto del que están acostumbrados a verme, llevo tres años haciendo castings en Los Ángeles y es la primera vez que estoy en un proyecto completamente en inglés"", aseguró el intérprete.
Su nuevo trabajo en Hollywood, un mercado en el que debutó junto a su padre, Eugenio Derbez, con ""How to be a Latin Lover"" (2017), se acaba de estrenar por ""streaming"" en Estados Unidos y llegará a México en los próximos meses.
Rodada hace un año en Dallas, Nueva Orleans y Los Ángeles, “The Seventh Day"" narra la vida de un reconocido exorcista (Guy Pearce) que solicita la ayuda del “Padre Daniel” (Vadhir Derbez), un novicio con escasa experiencia.
Lee también: Otro Derbez, Vadhir, va a Hollywood
""Vemos EU con ojos de que son los mejores y tienen todas las soluciones, pero los hispanos también lo tenemos todo para hacer proyectos de calidad"", aseguró tras su experiencia en la meca del cine.
A pesar de la fama de su padre, considerada una de las figuras hispanas más conocidas en Estados Unidos, Vadhir deja claro en sus entrevistas que su apellido no le ha abierto más puertas.
Foto: EFE/ Brigade Publicity 
""Yo solo quiero seguir creciendo -afirmó-. Los castings siguen siendo horribles, es otro mundo, una experiencia muy diferente"".
Aun así, el joven de 30 años es consciente del camino iniciado por su progenitor y otros cineastas para que en los últimos años haya ""despuntado"" el talento latino, pues cada vez se ofrecen más papeles a intérpretes de México y Latinoamérica, como es el caso de la nueva película.

""ME PREPARÉ MUCHO EL PERSONAJE, PASÉ MUCHO TIEMPO SOLO EN IGLESIAS""

Para el actor, el reto del proyecto era doble: Por un lado debutaba en una cinta íntegramente en inglés, idioma en el que tuvo que aprender a ""proyectar emociones"", pero además era su primera película de terror, un género completamente diferente a la comedia.
""Me preparé mucho el personaje, mi entrenador me animó a pasar tiempo en iglesias y catedrales sin libros ni celular. Solo para sentir el lugar, imaginar cómo es esa vida de silencio y servicio y cómo te comportas en un lugar así"", explicó.
 



Vadhir Derbez y Aitana enternecen con dueto musical 







La experiencia también ayudó al mexicano a recordar los domingos en los que iba a misa con su madre. ""Aunque en algún momento de mi infancia (su madre) cambió de parecer porque dejamos de ir"", bromeó.

ADELANTA NUEVAS CANCIONES Y UN TEMA CON XIMENA SARIÑANA

Mientras continúa haciéndose un hueco en Hollywood, Vadhir seguirá lanzando colaboraciones musicales.
Lee también: Vadhir descubrió que Eugenio Derbez engañó a su madre con Victoria Ruffo
A la reciente ""Buena Suerte"", que suma casi 3 millones de visualizaciones en YouTube, pronto se sumará ""Luna"" junto a Ir Sais y una colaboración con Ximena Sariñana: ""Estoy muy contento de cómo ha ido progresando la música"".

Y entre canción y casting, Vadhir promete que su paso por el cine de terror le ha dado algunas ideas para seguir gastando bromas a su padre con nuevos vídeos como aquellos con los que amenizaron la cuarentena en redes sociales.
""Me verán molestando a medio mundo"", añadió.
nrv
","Vadhir Derbez ""exorciza"" demonios en ""The Seventh Day""",https://www.eluniversal.com.mx/espectaculos/vadhir-derbez-exorciza-demonios-de-hollywood-en-seventh-day
"
Alexis Vega quiere que Carlos Rodríguez se integre a Chivas. Vega aprovechó la euforia del título del preolímpico para pedirle al jugador de Monterrey que se estampe su rúbrica con el cuadro rojiblanco.
Puedes leer: ""Cruz Azul, capaz para ser protagonistas en Liga MX y Concachampions""
En un video que transmitieron en vivo los jugadores del Tri en su cuenta de Instagram, se observa a Vega diciéndole a Charly Rodríguez que se integre al Rebaño. Al momento en que estaban cantando por la victoria ante Honduras, se escuchó  el grito de Vega: ""¡Llévenlo a Chivas!"".
Te puede interesar: ""Aunque Lozano quiera, Carlos Vela no irá a los Juegos Olímpicos""
La reacción de José Juan Macías, delantero de los rojiblancos, tampoco se hizo esperar y le preguntó a Rodríguez si realmente llegaría al Rebaño. ""¿Vas a Chivas?"", comentó Macías, quien consiguió el gol del empate ante los catrachos en la final del preolímpico. Rodríguez surgió de las fuerzas básicas de Rayados y debutó en el Apertura 2018 en Primera División.
  
",JJ Macías y Alexis Vega piden a Chivas fichar a Carlos Rodríguez,https://www.eluniversal.com.mx/universal-deportes/futbol/jj-macias-y-alexis-vega-piden-chivas-fichar-carlos-rodriguez
"
El Tribunal Electoral del Poder Judicial de la Federación (TEPJF) aprobó criterios para la difusión de las conferencias matutinas del presidente Andrés Manuel López Obrador y cualquier funcionario público de todos los órdenes.
Se trata, coincidieron magistradas y magistrados, de que se respete el orden constitucional.
Durante las campañas electorales y hasta el día de la jornada electoral, los gobiernos de cualquier nivel y sus funcionarios, tiene prohibido difundir propaganda gubernamental por cualquier medio o modalidad de comunicación social.
No podrán dar entrevistas, conferencias de prensa, en ninguna entidad federativa, por estar el proceso electoral en curso.
Sin embargo, salvo que se trate de las excepciones constitucionales de propaganda gubernamental como son servicios educativos y de salud, o las necesarias para la protección civil en casos de emergencia, entre otros, sí podrán hacer difusión.
Lee también: Vamos a respetar veda electoral: AMLO
Así es como se establece en un proyecto de sentencia que circula ya en el Tribunal Electoral del Poder Judicial de la Federación (TEPJF) y que tentativamente será discutido mañana miércoles.
Medios públicos como el Canal Once y el Sistema Público de Radiodifusión, impugnaron la decisión de la Sala Regional Especializada, que los sancionó por difundir de manera íntegra las conferencias matutinas del Presidente Andrés Manuel López Obrador, ello durante procesos electorales locales.
cev/nv
","TEPJF prohíbe difundir propaganda política en ""mañaneras"" de AMLO durante campañas",https://www.eluniversal.com.mx/nacion/tepjf-prohibe-difundir-propaganda-politica-en-mananeras-de-amlo-durante-campanas
"
Marx Arriaga, director de Materiales Educativos de la Secretaría de Educación Pública, cargo al que llegó hace un mes, les dice a los artistas visuales que han cuestionado la “invitación” de colaborar en los libros de texto de manera gratuita que “las quejas de hoy no tienen sentido porque no se está precarizando algo que prácticamente no existía”, y además les asegura que las colaboraciones no pueden ser remuneradas económicamente, por varias razones, “siendo la principal el hecho de estar atravesando un periodo electoral el cual impide llevar a cabo un proceso que implique un pago en efectivo sin que esto se prestase a malos entendidos”.
A través de varios videos que la Comisión Nacional de Libros de Texto Gratuitos (Conaliteg) ha subido a su cuenta de YouTube, que son grabaciones de las capacitaciones para más de 2 mil personas que preparan como evaluadores de materiales didácticos para el rediseño de los libros de texto impulsadas por la SEP, el funcionario los ánima a sentirse orgullosos de ser parte de esta “gran oportunidad” de intervenir en los libros de texto como nunca antes se ha hecho.
“El ánimo de sentirse involucrados y tomados en cuenta recibiendo un reconocimiento y sus créditos en unos libros que estamos haciendo entre todos, a estos números se suman ustedes, deben sentirse emocionados porque estamos cambiando el país en un asunto tan delicado como lo son los libros de texto gratuitos”, señala Arriaga, que hasta principios de este año tenía a su cargo la dirección General de Bibliotecas Públicas de la Secretaría de Cultura federal.
 

¿Tienes algún talento artístico?, ¿te gustaría participar ilustrando los libros de texto?, ¿imaginas que uno de tus dibujos, fotografías, esculturas, se difunda en todo el país? Anímate y participa con nosotros ilustrando los Libros de Texto Gratuitos@evillegasme@BeatrizGMuller pic.twitter.com/GhDDGMrhnd
 — Marx Arriaga Navarro (@MarxArriaga) March 22, 2021

Lee también: Reviven video de Marx Arriaga, ahora funcionario de la SEP, donde hace ""mansplaining""
El funcionario dice que se está planteando un trabajo “colegiado y colaborativo decoroso” con lo que hoy el país necesita en cuestión de humanismo y equidad, “hoy es el momento para apoderarse de esos espacios que los poseían unos cuantos, ojalá las visiones, las ambiciones de algunos no cierren esta gran oportunidad. Vuelvo a solicitarlo: ¿quieren mostrar o quieres mostrar tus talentos artísticos? ¿las revistas, exposiciones y galerías tienen las puertas cerradas o entreabiertas para tu trabajo? Únete a nosotros y participa ilustrando estos libros de texto gratuitos hechos por todos y para todos”.
En sus arengas, Marx Arriaga asegura que si bien en esta ocasión no hay pago en efectivo para que no se preste a malos entendidos, la intención en próximos ejercicios colectivos es que aquellos que se involucren “reciban un justo apoyo en agradecimiento a su participación”, pero no esta vez y a pesar de la campaña  #AntiConvocatoria que emprendieron artistas e ilustradores con memes e imágenes de los libros de texto a través de las redes sociales.
Lee también: Una ""burla"" que la SEP convoque a artistas gráficos sin pagarles, dicen creadores  
Señala Marx Arriaga en un video que fue subido anoche al canal de YouTube, que hay un “desconocimiento hacia la propuesta” y que sin ánimo de confrontación o discusión señala que los libros de textos se volvieron una herramienta creada por unos cuantos, y ahora con este rediseño quieren hacerlo entre todos personas que son maestros como él, quien por cierto, regaló con “mucho gusto” su trabajo en labores semejantes en Ciudad Juárez, Chihuahua, hace unos años.


“Algunos piensan que privatizando el libro se lograría que tuviéramos una oferta mayor que representase el abanico de necesidades de México, pero eso es una fantasía, aunque todas las editoriales del país se encargarán de ello no lograrían conformar equipos técnicos-pedagógicos suficientes para contemplar con objetividad todo; recordemos que más del 96% de las editoriales del país se encuentran en Ciudad de México y al responder a cuestiones de mercado nunca lograrían conformar equipos con dicha especialidad y conocimiento multicultural, en cambio nosotros los profesores de este país lo estamos”, señala el funcionario.
​​​​​​​Lee también: Ante convocatoria de la SEP de trabajo sin paga, surge la ""anticonvocatoria""
fjb
 
","""Deben sentirse emocionados"", responde Marx Arriaga a artistas de la AntiConvocatoria de la SEP",https://www.eluniversal.com.mx/cultura/marx-arriaga-responde-criticas-de-artistas-por-convocatoria-de-la-sep
"
Gerardo Martino lleva 24 partidos dirigidos con la Selección Nacional, y 20 han sido victorias, incluido el día que ganaron a Estados Unidos la final de la Copa Oro en Chicago. Ha perdido dos (contra Argentina y Gales), y dos empates: uno contra Argelia y uno contra Costa Rica, el único equipo de la Concacaf que se le ha indigestado en el proceso.
Pese a estas espectaculares estadísticas de Martino, no la pasó bien en Gales y Austria. Ha sido la gira más compleja desde que asumió el cargo y —además— con rivales débiles. Nada que ver con los que enfrentó en las dos ocasiones anteriores en Europa. Por eso, hay que destacar lo que hizo Hirving Lozano, porque es fundamental, salvó todo, y lo hizo con alto sentido del liderazgo, talento y ambición, muy distinto a algunos de sus compañeros, quienes siguen siendo seleccionados nacionales, aunque no hayan mostrado absolutamente nada.
Lozano y Corona están muy lejos de todos los demás, pero sobre todo tienen una distancia exagerada con quien ayer formaron el tridente ofensivo: Rodolfo Pizarro, quien cada vez que viste el uniforme nacional no es lo que se espera, y se hace mucho más notorio cuando no hay un referente de área, porque se jugó sin un delantero centro nominal.
Se empeñan en convocar a jugadores de la Major League Soccer, quienes llegan sin ritmo, sin nivel, sin ambición. Qué diferencia de niveles entre unos y otros, y esa evidente distancia de nivel de juego no se puede permitir en la Selección Nacional. México no necesita vender futbolistas a Estados Unidos, sino al futbol europeo; esa Liga los atrofia, los convierte en zombies en el campo de juego cuando las concentraciones no son largas y hay pocos entrenamientos. Parece que juegan otro deporte.
Lee también: México derrota por la mínima a Costa Rica en Austria
Lozano salvó al Tata Martino, quien seguramente ha sacado una muy buena parte de las conclusiones hacia el futuro cercano, porque partidos así, sin la brillantez de Chucky, sin delantero y con poco qué presumir, te llevan a quedar fuera de un Mundial prematuramente, a tener evidentes fallas, que —si bien son corregibles— deben dejar a un lado, al igual que la terquedad de llevar jugadores sin el nivel de Selección Nacional.
Hay que ver hacia adentro, hacia el centro del continente, no tan arriba, porque ahí no está la solución. Este equipo debe abrirse a los mejores futbolistas mexicanos, a tener delanteros de verdad y jugadores en ritmo. Sería distinto ver a Fernando Navarro, Luis Montes y Rogelio Funes Mori.
Fue la gira de las lesiones. No hubo un ‘9’, porque Alan Pulido y Henry Martín no se recuperaron de sus problemas físicos. Nestor Araujo se lesionó en el entrenamiento y el Celta de Vigo culpa a Tata Martino, quien simplemente los mando a freír espárragos, argumentando que en el futbol las lesiones son parte del juego y que habría que revisar las tres semanas anteriores para saber el tratamiento que llevaba en Vigo el defensa mexicano.
@gvlo2008
",,https://eluniversal.com.mx/opinion/gerardo-velazquez-de-leon/chucky-lozano-salva-al-tata
"
La actividad futbolística a nivel clubes se retoma en México después de llevarse a cabo la primera Fecha FIFA del 2021, donde hubo mucha actividad con el combinado mexicano que jugó ante Gales y Costa Rica. También, coincidió con el torneo preolímpico de la Concacaf, en el que el equipo nacional consiguió su pase a los Juegos Olímpicos de Tokio.
Puedes leer: ""JJ Macías y Alexis Vega piden a Chivas fichar a Carlos Rodríguez""
Pero la actividad de la Liga MX se reanudará con la jornada 13 del Guardianes 2021. La fecha de inicio es el próximo 2 de abril y el partido que será el arranque de la fecha es cuando el Puebla reciba al Mazatlán FC en el estadio Cuauhtémoc a las 19:30 horas.
 

¡Este Fin de Semana regresa la #LigaBBVAMX!
 ¿Estás listo para vivir la #Jornada13 del #Guard1anes2021?
 Prepara tu #AgendaFutbolística 
 ¡Regístrate ya en https://t.co/PigIFB93t5 y recibe $400  de regalo! #ApuestaPorLaLigaMX  #MásAcciónMásDiversión pic.twitter.com/gWeXcytBa3
 — Liga BBVA MX (@LigaBBVAMX) March 31, 2021

El segundo partido se llevará a cabo el mismo día a las 21:30 horas y el líder del torneo, La Máquina del Cruz Azul visitará el estadio Olímpico Benito Juárez para enfrentar al último equipo de la tabla, el FC Juárez.
Te puede interesar: ""Cruz Azul, capaz para ser protagonistas en Liga MX y Concachampions""
 

 
  
",¿Cuándo se reanuda la Jornada 13 del Guardianes 2021 de la Liga MX?,https://www.eluniversal.com.mx/universal-deportes/futbol/liga-mx-cuando-se-reanuda-la-jornada-13-del-guardianes-2021
"
San Salvador.- La madre de la salvadoreña Victoria Salazar, quien murió tras ser sometida por policías en México, pidió este miércoles al presidente de Estados Unidos, Joe Biden, que le ""tienda la mano"" y le dé refugio a sus dos nietas, hijas de la víctima.
Rosibel Arriaza, madre de Victoria, se disponía este miércoles a viajar a suelo mexicano para ver el cuerpo de su hija asesinada y reencontrarse con sus nietas, pese a que una de ellas está desaparecida.
""Voy con la esperanza de ver a mis nietas, consolarlas, aunque tengo la angustia de que una de las niñas está desaparecida y espero que pueda aparecer pronto"", dijo Arriaza por teléfono a la AFP antes de tomar un vuelo a México.
El gobierno salvadoreño le ha proporcionado ayuda para poder viajar y para su estadía en esa nación, explicó.
""Yo tengo temor que a mis niñas les suceda algo en México y tampoco quiero traerlas a El Salvador, quiero pedirle al presidente Biden que me ayude, me tienda la mano y les dé refugio a mis nietas en Estados Unidos"", agregó Arriaza.
""No sé cuándo voy a volver ni si podré traer el cuerpo de mi hija conmigo al país, no lo sé, todo ha sido bien difícil"", sostuvo la madre de Victoria que sigue clamando por justicia por el asesinato de su hija.
Lee también: Familiares de mujer asesinada por policías en Tulum llegan a México este miércoles
Victoria, que murió el sábado pasado tras ser sometida por policías en Tulum, Quintana Roo, vivía en México desde hace cinco años y era madre de dos niñas de 15 y 16 años.
Según información de las autoridades mexicanas, el compañero sentimental de Victoria ha sido detenido por presuntamente abusar de la menor de las hijas de la víctima.
El mismo presidente de El Salvador, Nayib Bukele, mediante su cuenta de Twitter, señaló que Victoria había denunciado a su pareja hace semanas y que llevó a su hija a un albergue para protegerla de su agresor.
""Le pido al presidente Biden que me haga el favor y me les dé algo, refugio o algo a mis niñas porque tengo esperanza que mi otra nieta desaparecida va a aparecer"", insistió Arriaza.
agv/hm
",Madre de Victoria Salazar pide a Joe Biden refugio para sus nietas,https://www.eluniversal.com.mx/mundo/madre-de-victoria-salazar-pide-joe-biden-refugio-para-sus-nietas
"
Además del repudio y la indignación nacional, la historia de Victoria, la ciudadana salvadoreña que perdió la vida a manos de la policía municipal de Tulum, Quintana Roo, despertó nuevamente el debate sobre la inversión que los municipios en México realizan para la capacitación de sus elementos policiacos, en un escenario en el que se percibe una grave crisis de inseguridad que afecta principalmente a las mujeres.
En el caso de Tulum, las autoridades responsables han insistido en que la policía municipal intentó actuar conforme a los protocolos respectivos de detención; sin embargo, como fue visible en los videos que inundaron las redes sociales, se cometieron excesos por falta de capacitación de los elementos y porque los protocolos deben ser perfeccionados.
Son muchas las variables que determinan que los cuerpos de seguridad estén a la altura de cada situación; una de ellas es la inversión financiera en el desarrollo de protocolos precisos y especializados, en los procesos de reclutamiento y formación de los elementos policiacos, y en la construcción de un perfil de puesto que sea adecuadamente remunerado.
En este escenario cobra mayor relevancia la desaparición en el presupuesto de la Federación para 2021 del llamado programa de Fortalecimiento del Desempeño en Materia de Seguridad Pública, mejor conocido como Fortaseg. Se trata de una bolsa de casi 4 mil millones de pesos que se repartía entre las localidades con mayores problemas de seguridad, precisamente para capacitar a sus policías y mejorar los protocolos de actuación.
El Fortaseg era un subsidio que formaba parte de la estrategia de seguridad pública desde 2016. Sustituyó en su momento al subsidio para la seguridad en los municipios (Subsemun), pero a diferencia de éste, que se enfocaba más en la parte de infraestructura, el nuevo modelo priorizaba el desarrollo de las personas, con el objetivo incluso de capacitarlas en materia de derechos humanos e igualdad de género.
Nació en el denostado sexenio de Enrique Peña Nieto, con un presupuesto superior a 5 mil millones de pesos, con miras a ir incrementando sus montos en cada nuevo ejercicio, y programado también para recibir aportaciones de los gobiernos de los estados, que llevarían a esta bolsa por lo menos otros mil millones adicionales para destinarlos a acciones de prevención social de la delincuencia.
Pero fue señalado por corrupción, como todo lo que tocó el neoliberalismo, además de que Alfonso Durazo, exsecretario de Seguridad Ciudadana y ahora candidato al gobierno de Sonora, le vio una posible duplicidad con el Fondo de Aportaciones para la Seguridad Pública en los Estados (FASP) y con el Fondo de Aportaciones para el Fortalecimiento de los Municipios (Fortamun), que acumulan en conjunto unos 25 mil millones de pesos destinados a fortalecer la seguridad de más de 2 mil 500 alcaldías.
En el gobierno de Andrés Manuel López Obrador, el Fortaseg se redujo de 4 mil 900 millones de pesos asignados en 2019, hasta 3 mil 900 millones proyectados para el año pasado, aunque en realidad se terminaron ejerciendo sólo 3 mil millones para apoyar a unos 300 municipios en situación crítica.
Para 2021 el presupuesto del programa es cero, contra la voluntad de prácticamente todos los gobernadores y legisladores de oposición, que insisten en el apoyo de la Federación para profesionalizar a las policías de proximidad.
Atrocidades como la que se cometió con Victoria en Tulum no son resultado de la desaparición del Fortaseg, pero la inversión en la profesionalización de las policías sí es indispensable para hacer cada vez menos probables estas situaciones.
El bienestar social que promueve AMLO en su discurso no será posible con altos niveles de inseguridad, y mucho menos cuando los ciudadanos han perdido la confianza en las policías.

Prisas para servicios de limpieza
Los procesos para renovar el servicio de limpieza a nivel federal corren con prisa debido a que en muchas de las dependencias tendrá que haber nuevo contratista a partir de este 1 de abril. Sin embargo, entre las empresas concursantes hay dos investigadas por entregar documentos falsos a la Secretaría de Hacienda. Se trata de Limpieza Jored S.A. de C.V. y Asbiin S.A. de C.V., que lograron colarse al Contrato Marco.
Este miércoles a las 6 de la tarde se da a conocer a la ganadora del acuerdo que resulte de la invitación restringida IA-011000999-E26-2021, que se lleva a cabo en la Secretaría de Educación Pública. En ella se lista como interesada a Asbiin, una de las dos relacionadas con José Juan Reyes Domínguez; no obstante, ambas también se apuntaron en la licitación de la Secretaría de Cultura, en el procedimiento IA-048410002-E3-2021, donde el contrato será otorgado hoy a la 1 de la tarde.
Este caso está en manos de la Secretaría de la Función Pública, sobre todo porque hay sospechas que apuntan a cercanías con el director de Servicios de Hacienda, Alberto González Nicolás. En el Conalep ya se eligió a Asbiin como ganadora de un contrato hasta por 15.9 millones de pesos.

Posdata
Esta columna volverá a publicarse el lunes 5 de abril.
 

@MarioMal[email protected]
",,https://eluniversal.com.mx/opinion/mario-maldonado/durazo-la-austeridad-y-la-tragedia-en-tulum
"
Los empleados de una planta de Baltimore que fabrica dos vacunas contra el coronavirus combinaron accidentalmente los ingredientes de las dosis hace semanas, por lo que arruinaron alrededor de 15 millones vacunas de Johnson & Johnson y obligaron a los reguladores a retrasar la autorización de las líneas de producción de la planta.
The New York Times informó que la planta está dirigida por Emergent BioSolutions, un socio de fabricación de Johnson & Johnson y AstraZeneca.
En consecuencia, se han detenido los envíos futuros de dosis de Johnson & Johnson en Estados Unidos mientras la Administración de Alimentos y Medicamentos (FDA) investiga, sin embargo los funcionarios federales dijeron que fue un error humano.
La compañía ha tomado medidas para fortalecer su control sobre el trabajo de Emergent BioSolutions para evitar más fallas de calidad.
También lee: Rusia anuncia su primera vacuna antiCovid para animales
El error no afecta las dosis de Johnson & Johnson que actualmente se administran y utilizan en el país. Todas esas sustancias se produjeron en los Países Bajos, donde las operaciones han sido totalmente aprobadas por los reguladores federales, pero se suponía que todos los demás envíos de la vacuna Johnson & Johnson, que se proyectaban en un total de decenas de millones de dosis el próximo mes, provenían de la enorme planta de Baltimore.
Esos envíos ahora están en duda mientras se resuelven los problemas de control de calidad, según personas familiarizadas con el asunto.
También lee: Nueva ola de Covid-19 en América podría ser “más larga”, alerta la OPS
Los funcionarios federales aún esperan tener dosis suficientes para cumplir con el compromiso del presidente Joe Biden de proporcionar suficientes vacunas a fines de mayo para inmunizar a todos los adultos. 
Los otros dos fabricantes autorizados por el gobierno federal, Pfizer-BioNTech y Moderna, continúan entregando como se esperaba.
También lee: Pfizer y BioNTech anuncian 100% de efectividad de su vacuna antiCovid en adolescentes
Estados Unidos ha administrado hasta este miércoles 147.6 millones de dosis, según Our World in Data. 

jabf/nv
",Arruinan 15 millones de vacunas anti Covid de Johnson and Johnson por error en fábrica ,https://www.eluniversal.com.mx/mundo/covid-19-arruinan-15-millones-de-vacunas-de-johnson-and-johnson-por-error-en-fabrica
